Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/20/2020,Measures,% CLI (Boston Residents),5.5,percent,3.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/21/2020,Measures,% CLI (Boston Residents),3.1,percent,3.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/22/2020,Measures,% CLI (Boston Residents),2.3,percent,3.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/23/2020,Measures,% CLI (Boston Residents),3,percent,3.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/24/2020,Measures,% CLI (Boston Residents),4.1,percent,3.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/25/2020,Measures,% CLI (Boston Residents),5,percent,3.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/26/2020,Measures,% CLI (Boston Residents),3.4,percent,3.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/27/2020,Measures,% CLI (Boston Residents),4.2,percent,3.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/28/2020,Measures,% CLI (Boston Residents),6.3,percent,4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/29/2020,Measures,% CLI (Boston Residents),4.9,percent,4.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/30/2020,Measures,% CLI (Boston Residents),3.6,percent,4.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,10/31/2020,Measures,% CLI (Boston Residents),5.8,percent,4.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/01/2020,Measures,% CLI (Boston Residents),8.1,percent,5.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/02/2020,Measures,% CLI (Boston Residents),6,percent,5.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/03/2020,Measures,% CLI (Boston Residents),4.3,percent,5.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/04/2020,Measures,% CLI (Boston Residents),4.5,percent,5.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/05/2020,Measures,% CLI (Boston Residents),5.3,percent,5.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/06/2020,Measures,% CLI (Boston Residents),5.1,percent,5.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/07/2020,Measures,% CLI (Boston Residents),4.1,percent,5.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/08/2020,Measures,% CLI (Boston Residents),5.6,percent,5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/09/2020,Measures,% CLI (Boston Residents),6.6,percent,5.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/10/2020,Measures,% CLI (Boston Residents),4.9,percent,5.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/11/2020,Measures,% CLI (Boston Residents),8.1,percent,5.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/12/2020,Measures,% CLI (Boston Residents),5.4,percent,5.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/13/2020,Measures,% CLI (Boston Residents),5.6,percent,5.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/14/2020,Measures,% CLI (Boston Residents),4.8,percent,5.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/15/2020,Measures,% CLI (Boston Residents),6.5,percent,6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/16/2020,Measures,% CLI (Boston Residents),8.5,percent,6.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/17/2020,Measures,% CLI (Boston Residents),9.5,percent,6.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/18/2020,Measures,% CLI (Boston Residents),5.4,percent,6.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/19/2020,Measures,% CLI (Boston Residents),8.1,percent,6.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/20/2020,Measures,% CLI (Boston Residents),5.1,percent,6.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/21/2020,Measures,% CLI (Boston Residents),8.5,percent,7.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/22/2020,Measures,% CLI (Boston Residents),8.4,percent,7.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/23/2020,Measures,% CLI (Boston Residents),8.2,percent,7.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/24/2020,Measures,% CLI (Boston Residents),7.3,percent,7.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/25/2020,Measures,% CLI (Boston Residents),8.6,percent,7.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/26/2020,Measures,% CLI (Boston Residents),6.2,percent,7.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/27/2020,Measures,% CLI (Boston Residents),7,percent,7.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/28/2020,Measures,% CLI (Boston Residents),6.4,percent,7.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/29/2020,Measures,% CLI (Boston Residents),8.9,percent,7.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,11/30/2020,Measures,% CLI (Boston Residents),9,percent,7.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/01/2020,Measures,% CLI (Boston Residents),7.9,percent,7.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/02/2020,Measures,% CLI (Boston Residents),6.2,percent,7.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/03/2020,Measures,% CLI (Boston Residents),6.7,percent,7.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/04/2020,Measures,% CLI (Boston Residents),4.6,percent,7.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/05/2020,Measures,% CLI (Boston Residents),9.9,percent,7.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/06/2020,Measures,% CLI (Boston Residents),7.7,percent,7.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/07/2020,Measures,% CLI (Boston Residents),11.1,percent,7.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/08/2020,Measures,% CLI (Boston Residents),7.8,percent,7.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/09/2020,Measures,% CLI (Boston Residents),7,percent,7.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/10/2020,Measures,% CLI (Boston Residents),8.1,percent,8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/11/2020,Measures,% CLI (Boston Residents),11.2,percent,9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/12/2020,Measures,% CLI (Boston Residents),8.1,percent,8.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/13/2020,Measures,% CLI (Boston Residents),10.6,percent,9.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/14/2020,Measures,% CLI (Boston Residents),9,percent,8.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/15/2020,Measures,% CLI (Boston Residents),7.9,percent,8.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/16/2020,Measures,% CLI (Boston Residents),10.8,percent,9.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/17/2020,Measures,% CLI (Boston Residents),7.3,percent,9.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/18/2020,Measures,% CLI (Boston Residents),9.9,percent,9.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/19/2020,Measures,% CLI (Boston Residents),10.1,percent,9.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/20/2020,Measures,% CLI (Boston Residents),9.5,percent,9.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/21/2020,Measures,% CLI (Boston Residents),8.8,percent,9.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/22/2020,Measures,% CLI (Boston Residents),8.1,percent,9.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/23/2020,Measures,% CLI (Boston Residents),6.8,percent,8.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/24/2020,Measures,% CLI (Boston Residents),11.9,percent,9.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/25/2020,Measures,% CLI (Boston Residents),7.1,percent,8.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/26/2020,Measures,% CLI (Boston Residents),9.5,percent,8.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/27/2020,Measures,% CLI (Boston Residents),10.3,percent,8.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/28/2020,Measures,% CLI (Boston Residents),12.6,percent,9.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/29/2020,Measures,% CLI (Boston Residents),9.7,percent,9.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/30/2020,Measures,% CLI (Boston Residents),11.2,percent,10.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,12/31/2020,Measures,% CLI (Boston Residents),11.2,percent,10.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/01/2021,Measures,% CLI (Boston Residents),10.1,percent,10.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/02/2021,Measures,% CLI (Boston Residents),10.1,percent,10.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/03/2021,Measures,% CLI (Boston Residents),11.5,percent,10.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/04/2021,Measures,% CLI (Boston Residents),10.2,percent,10.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/05/2021,Measures,% CLI (Boston Residents),9.8,percent,10.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/06/2021,Measures,% CLI (Boston Residents),11.1,percent,10.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/07/2021,Measures,% CLI (Boston Residents),10,percent,10.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/08/2021,Measures,% CLI (Boston Residents),10.4,percent,10.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/09/2021,Measures,% CLI (Boston Residents),10.2,percent,10.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/10/2021,Measures,% CLI (Boston Residents),7.9,percent,9.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/11/2021,Measures,% CLI (Boston Residents),9.3,percent,9.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/12/2021,Measures,% CLI (Boston Residents),9,percent,9.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/13/2021,Measures,% CLI (Boston Residents),6.5,percent,9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/14/2021,Measures,% CLI (Boston Residents),10,percent,9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/15/2021,Measures,% CLI (Boston Residents),9.6,percent,8.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/16/2021,Measures,% CLI (Boston Residents),9.5,percent,8.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/17/2021,Measures,% CLI (Boston Residents),7.8,percent,8.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/18/2021,Measures,% CLI (Boston Residents),6.4,percent,8.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/19/2021,Measures,% CLI (Boston Residents),11,percent,8.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/20/2021,Measures,% CLI (Boston Residents),8.3,percent,8.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/21/2021,Measures,% CLI (Boston Residents),7.5,percent,8.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/22/2021,Measures,% CLI (Boston Residents),6.8,percent,8.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/23/2021,Measures,% CLI (Boston Residents),7.3,percent,7.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/24/2021,Measures,% CLI (Boston Residents),9.3,percent,8.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/25/2021,Measures,% CLI (Boston Residents),8.1,percent,8.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/26/2021,Measures,% CLI (Boston Residents),6.1,percent,7.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/27/2021,Measures,% CLI (Boston Residents),5.3,percent,7.2,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/28/2021,Measures,% CLI (Boston Residents),6.3,percent,7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/29/2021,Measures,% CLI (Boston Residents),7.5,percent,7.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/30/2021,Measures,% CLI (Boston Residents),5.8,percent,6.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,01/31/2021,Measures,% CLI (Boston Residents),5.7,percent,6.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/01/2021,Measures,% CLI (Boston Residents),2.2,percent,5.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/02/2021,Measures,% CLI (Boston Residents),6.6,percent,5.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/03/2021,Measures,% CLI (Boston Residents),4.5,percent,5.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/04/2021,Measures,% CLI (Boston Residents),5.5,percent,5.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/05/2021,Measures,% CLI (Boston Residents),4.8,percent,5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/06/2021,Measures,% CLI (Boston Residents),3.9,percent,4.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/07/2021,Measures,% CLI (Boston Residents),3.8,percent,4.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/08/2021,Measures,% CLI (Boston Residents),5.1,percent,4.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/09/2021,Measures,% CLI (Boston Residents),5.4,percent,4.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/10/2021,Measures,% CLI (Boston Residents),5.6,percent,4.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/11/2021,Measures,% CLI (Boston Residents),5.6,percent,4.9,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/12/2021,Measures,% CLI (Boston Residents),2.7,percent,4.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/13/2021,Measures,% CLI (Boston Residents),3.9,percent,4.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/14/2021,Measures,% CLI (Boston Residents),5.1,percent,4.8,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/15/2021,Measures,% CLI (Boston Residents),3.3,percent,4.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/16/2021,Measures,% CLI (Boston Residents),4.6,percent,4.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/17/2021,Measures,% CLI (Boston Residents),5.9,percent,4.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/18/2021,Measures,% CLI (Boston Residents),5,percent,4.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/19/2021,Measures,% CLI (Boston Residents),4.7,percent,4.6,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/20/2021,Measures,% CLI (Boston Residents),4.1,percent,4.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/21/2021,Measures,% CLI (Boston Residents),4.2,percent,4.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/22/2021,Measures,% CLI (Boston Residents),2.9,percent,4.5,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/23/2021,Measures,% CLI (Boston Residents),5.8,percent,4.7,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/24/2021,Measures,% CLI (Boston Residents),4,percent,4.4,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/25/2021,Measures,% CLI (Boston Residents),4.3,percent,4.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/26/2021,Measures,% CLI (Boston Residents),5,percent,4.3,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/27/2021,Measures,% CLI (Boston Residents),2.8,percent,4.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,02/28/2021,Measures,% CLI (Boston Residents),4.1,percent,4.1,percent (7-day moving average),,,""
COVID-19-Like Illness Boston Emergency Department Visits,COVID-19-Like Illness (CLI) Emergency Department Visits,CLI Visits,03/01/2021,Measures,% CLI (Boston Residents),3.4,percent,4.2,percent (7-day moving average),,,""
